time,p,avg,rms,min,max,min_lb,max_lb,shape,location,scale
0.0,-0.42013296,-0.42013296,0.0,-0.42013296,-0.42013296,-0.42013296,-0.42013296,-0.6628547816819245,-0.42013296,1.560863739754814e-17
0.2249800000000164,-0.39821035,-0.40917165499999997,0.010961305000000005,-0.42013296,-0.39821035,-0.42013296,-0.39821035,1.2580091987670197,-0.40338792349542624,0.006513435084538534
0.4499800000000391,-0.39221397,-0.4035190933333333,0.012000126874035765,-0.42013296,-0.39221397,-0.42013296,-0.39221397,1.1434110262110713,-0.39901784386210465,0.007779624394879737
0.6749599999999987,-0.44274324,-0.41332513,0.01991173897651206,-0.44274324,-0.39221397,-0.44274324,-0.39221397,1.189355798160538,-0.4093706672008953,0.020405417293169498
0.8999300000000403,-0.48884398,-0.4284289,0.03506675565413202,-0.48884398,-0.39221397,-0.48884398,-0.39221397,1.2056946444573886,-0.42063357963594566,0.03426537113562926
1.1249099999999999,-0.48403037,-0.4376958116666667,0.03813278623369283,-0.48884398,-0.39221397,-0.48884398,-0.39221397,1.2262242972305017,-0.4344207330838465,0.05175495840086392
1.3499100000000226,-0.4553687,-0.44022051000000006,0.03584165291546614,-0.48884398,-0.39221397,-0.48884398,-0.39221397,1.1059007209282257,-0.43014121175873354,0.04194376400380251
1.5748800000000074,-0.4407628,-0.44028829625,0.033527276031292394,-0.48884398,-0.39221397,-0.48884398,-0.39221397,1.094387956792787,-0.4386884361531831,0.05086109605641756
1.7998600000000238,-0.43416125,-0.4396075133333333,0.03166841295528962,-0.48884398,-0.39221397,-0.48884398,-0.39221397,0.5245780424026918,-0.44694507097549485,0.0347357837816922
2.024879999999996,-0.39587232,-0.43523399399999996,0.03278335833052257,-0.48884398,-0.39221397,-0.48884398,-0.39221397,1.0590706794327973,-0.43508341340824885,0.04540177055727995
2.2498500000000377,-0.37405974,-0.42967269818181814,0.03586536321474366,-0.48884398,-0.37405974,-0.48884398,-0.37405974,0.5371750511993194,-0.43776863876437533,0.03938215706620649
2.4748200000000224,-0.38619006,-0.4260491449999999,0.03638079304969141,-0.48884398,-0.37405974,-0.48884398,-0.37405974,0.6948672398557514,-0.43133231685493456,0.04211087841712814
2.69983000000002,-0.40764505,-0.42463344538461534,0.03529589350449636,-0.48884398,-0.37405974,-0.48884398,-0.37405974,0.6784215266178051,-0.4300397372811696,0.040229117384667896
2.9248000000000047,-0.3727394,-0.4209267278571428,0.0365435519585209,-0.48884398,-0.3727394,-0.48884398,-0.3727394,1.0707329163682409,-0.4229463138451384,0.05375819528325408
3.149780000000021,-0.3383564,-0.4154220393333333,0.04087327714020926,-0.48884398,-0.3383564,-0.48884398,-0.3383564,0.3666036252393191,-0.4282101789981525,0.04229176346604077
3.374779999999987,-0.2864518,-0.407361399375,0.05040654206784355,-0.48884398,-0.2864518,-0.48884398,-0.2864518,0.14187128825367892,-0.4280525892140229,0.04560784408626972
3.5997600000000034,-0.2709382,-0.3993365052941176,0.05849566064064221,-0.48884398,-0.2709382,-0.48884398,-0.2709382,-0.7992641749486562,-0.44018972094743103,0.05791262774713579
3.82474000000002,-0.27236852,-0.3922827283333333,0.06385525505850906,-0.48884398,-0.2709382,-0.48884398,-0.2709382,0.06877166633039633,-0.42037035199225437,0.05378938382837203
4.049739999999986,-0.34550807,-0.3898209042105263,0.06302363902977386,-0.48884398,-0.2709382,-0.48884398,-0.2709382,-0.7930137579509764,-0.4344582980500815,0.06371012013521521
4.274720000000002,-0.38016614,-0.389338166,0.061463874024874264,-0.48884398,-0.2709382,-0.48884398,-0.2709382,0.13733589467718293,-0.4147617076285438,0.054768617437779804
4.499680000000012,-0.34283996,-0.3871239657142857,0.060794455818304886,-0.48884398,-0.2709382,-0.48884398,-0.2709382,0.17916544651834904,-0.41125613293021507,0.055901268039471985
4.724700000000041,-0.28636926,-0.3825442063636364,0.06299544047031418,-0.48884398,-0.2709382,-0.48884398,-0.2709382,0.21725306072573342,-0.4065617567439157,0.05912411359350524
4.949680000000001,-0.2817207,-0.37816057565217387,0.06495107451586354,-0.48884398,-0.2709382,-0.48884398,-0.2709382,0.2715586692395557,-0.4013441436056334,0.06269979181115498
5.1746499999999855,-0.2881297,-0.37440928916666666,0.06607968510984352,-0.48884398,-0.2709382,-0.48884398,-0.2709382,-0.8076300578497156,-0.4251524745945098,0.07350884114183429
5.399630000000002,-0.263814,-0.3699854776,0.0682755183320083,-0.48884398,-0.263814,-0.48884398,-0.263814,0.46630932730531693,-0.3878475938557995,0.07269726579005495
5.624630000000025,-0.22569013,-0.36443565653846155,0.07247253964497981,-0.48884398,-0.22569013,-0.48884398,-0.22569013,0.3006092419433358,-0.38936720973707356,0.07117139635984182
5.849610000000041,-0.1608025,-0.3568936877777778,0.08084957720038502,-0.48884398,-0.1608025,-0.48884398,-0.1608025,0.13284049939293457,-0.39066505113642114,0.07202450778695474
6.074580000000026,-0.19017935,-0.3509396042857143,0.08520787625780207,-0.48884398,-0.1608025,-0.48884398,-0.1608025,0.1319426754634848,-0.38659349442031166,0.07563776133184605
6.299579999999992,-0.15777679,-0.34427881758620693,0.09084202989289004,-0.48884398,-0.15777679,-0.48884398,-0.15777679,0.1087098968024875,-0.3831475956535959,0.07916347720075145
6.5245800000000145,-0.10485445,-0.3362980053333333,0.09911763790640353,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.04889945763971501,-0.3808800410659543,0.08243505314014404
6.7495400000000245,-0.16828424,-0.3308782064516129,0.10192457819520194,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.06892462855009271,-0.37611401744716066,0.08617747763364944
6.974550000000022,-0.1847881,-0.326312890625,0.10348951948390617,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.10523259324056018,-0.3708720162353071,0.08987689014514802
7.199520000000007,-0.22357213,-0.3231995342424243,0.10342005782059095,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.152914147668322,-0.3657075167206284,0.09282719650035356
7.424500000000023,-0.28488392,-0.3220726044117648,0.10209327960157447,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.1776936300791948,-0.3629311454115963,0.09326850205785941
7.649499999999989,-0.2903577,-0.3211664642857143,0.10076285882743911,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.19531875402149268,-0.3606981982392776,0.09325177173679226
7.8744800000000055,-0.24764025,-0.3191240694444445,0.10008556267211494,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.22567484179894803,-0.35706008542804324,0.09455401942212488
8.099460000000022,-0.18803385,-0.31558109054054057,0.10098655390107852,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2622209236086279,-0.352185919960761,0.09743567040563902
8.324459999999988,-0.21149682,-0.31284203078947376,0.10103216695738293,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2954609258681182,-0.34790434174856544,0.0993960828710138
8.549440000000004,-0.24909809,-0.31120757076923083,0.10023613862206221,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.31343155887528024,-0.34515077257345683,0.09977582070078454
8.774409999999989,-0.25712997,-0.30985563075,0.09933470355078859,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.32536778914677766,-0.34294453947902115,0.09969333968758884
8.999419999999986,-0.2731387,-0.3089600958536585,0.09827916744386744,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2539787277039751,-0.42252306331542755,0.3983496835567659
9.224379999999996,-0.28991762,-0.3085067035714286,0.09714551763633228,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2545730644829582,-0.42228097218963734,0.3982347646916211
9.44938000000002,-0.31027234,-0.30854776488372093,0.09600964244689283,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2524072786757452,-0.4246734584409705,0.4005436540303311
9.674350000000004,-0.2984446,-0.30831814750000003,0.09492429592694196,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2552603952071035,-0.4207316303543328,0.3965081142484854
9.899350000000027,-0.26604202,-0.307378678,0.09407029522200236,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.268700210582113,-0.40422118216442604,0.3798066361382864
10.124329999999986,-0.28100553,-0.3068053486956522,0.0931216294842389,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2680849867688284,-0.40358571228960716,0.37881662878795197
10.349300000000028,-0.29869214,-0.30663272723404256,0.09213308667359431,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2680849867688284,-0.40358571228960716,0.37881662878795197
10.574310000000025,-0.32256773,-0.30696470645833335,0.0911967196325572,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2680849867688284,-0.40358571228960716,0.37881662878795197
10.79928000000001,-0.32270524,-0.3072859418367347,0.09028877800220163,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2526428262554332,-0.4243903212540576,0.40026431685767516
11.024260000000027,-0.3140132,-0.30742048699999996,0.08938629191389011,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2560896243827764,-0.4194144608844206,0.39511556591765395
11.249279999999999,-0.3320299,-0.3079030245098039,0.08857136342300335,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2526428262554332,-0.4243903212540576,0.40026431685767516
11.474240000000009,-0.33802631,-0.3084823184615384,0.08781308486700708,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2526428262554332,-0.4243903212540576,0.40026431685767516
11.699220000000025,-0.34812117,-0.3092302213207547,0.08714775589849519,-0.48884398,-0.10485445,-0.48884398,-0.10485445,1.2564742913495204,-0.41901232045426495,0.39473128765089704
11.924219999999991,-0.37378466,-0.3104256738888888,0.08677459793917602,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2772461274179013,-0.3412787545635818,0.08621945381416393
12.149200000000008,-0.3915538,-0.31190073072727265,0.0866626657599768,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2670563691030061,-0.34311568242568524,0.08549274772609394
12.374180000000024,-0.4240939,-0.31390418017857147,0.08716112992433282,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2586893658176454,-0.3456359146754868,0.08539895425342889
12.59917999999999,-0.43512395,-0.3160308428070176,0.08784675082546359,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2516745577767013,-0.34829291484423663,0.085559605152248
12.824160000000006,-0.39716512,-0.3174297096551725,0.08772421694393148,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.24060819162411512,-0.35006655240638934,0.08475130902115321
13.049129999999991,-0.36217695,-0.31818813745762714,0.0871691902300137,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.23208229215042986,-0.3509355136989727,0.08376076406388504
13.274110000000007,-0.36503762,-0.31896896216666665,0.08664755128074267,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.22344970757102348,-0.35183856715619155,0.08278880755760024
13.49911000000003,-0.37460986,-0.3198811080327869,0.08622435902767045,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2140820693296242,-0.3529351038359059,0.08183426007933428
13.724080000000015,-0.3760952,-0.3207877869354839,0.08581883595392424,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.2046738161654723,-0.3540208772541003,0.08089977734077655
13.949060000000031,-0.39999828,-0.32204509634920636,0.08570869930390138,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.19374881542518657,-0.3556239830098124,0.08011826491644378
14.174080000000004,-0.38789544,-0.32307400796874997,0.08542772211479872,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.1834845568006297,-0.35690502191224927,0.07923738113595427
14.399049999999988,-0.40728748,-0.3243695998461538,0.08539934495763155,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.17226598987743708,-0.3585978330634082,0.07850728496057875
14.62402000000003,-0.4502525,-0.3262769165151515,0.08613366407533839,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.16762831421297486,-0.3609764139306162,0.07885135254303768
14.849030000000027,-0.43212578,-0.32785675029850747,0.08644654046714469,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.15739176118815595,-0.363060770402991,0.07849225150379319
15.074000000000012,-0.35574046,-0.3282668048529412,0.0858741691851226,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.15275393349307548,-0.36337570657032,0.07772118541626782
15.298980000000029,-0.36352476,-0.32877778971014493,0.08535369434793083,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.14700583103856057,-0.36386047859922566,0.07692543579939662
15.523979999999995,-0.37408724,-0.3294250675714286,0.08491223074121462,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.1396576289070428,-0.36455699501420846,0.0760863501970814
15.748960000000011,-0.355878,-0.32979764408450707,0.0843697418354651,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.1359824961233651,-0.36479969236659726,0.07540232227989485
15.973940000000027,-0.3375312,-0.3299050545833333,0.08378668053921505,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.13600418637707418,-0.364638016837457,0.07491037308044166
16.198939999999993,-0.31021735,-0.32963536,0.08324228214837373,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.14066138033340214,-0.3639942828470642,0.0747475463611432
16.42392000000001,-0.33901656,-0.32976213297297297,0.08268501595124754,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.14027565105212897,-0.3638849271654322,0.07425983106041467
16.64888000000002,-0.3700988,-0.3302999552,0.08226213633681492,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.13483025849232488,-0.36439350164136564,0.07355196944155426
16.873899999999992,-0.35084432,-0.3305702757894737,0.08175267160953138,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.13270949461359055,-0.36449889838602967,0.07298828513763123
17.09888000000001,-0.32834408,-0.3305413641558442,0.08122046632446735,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.13441643745680204,-0.3641802652860989,0.07264914532587108
17.323849999999993,-0.27027804,-0.32976875743589745,0.08098242512218838,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.14267054432301024,-0.3630635463905131,0.07297367640568325
17.54883000000001,-0.37554508,-0.330348204556962,0.08063081160963882,-0.48884398,-0.10485445,-0.48884398,-0.10485445,0.1370266803732683,-0.363655459233749,0.07230667594453768
