t,0,1,2,3,4,5,6,7,8,9
655.1569,-0.24499963,-0.23262174,-0.30900705,-0.17637113,-0.22167419,-0.23531736,-0.26516184,-0.35618055,-0.26375902,-0.15898708
655.3819,-0.30094767,-0.19160968,-0.26433665,-0.22313203,-0.22082148,-0.2435693,-0.24290915,-0.30996978,-0.32179755,-0.16729401
655.6069,-0.35942632,-0.20987394,-0.27803484,-0.2710757,-0.263814,-0.30584383,-0.28287596,-0.29563895,-0.37912092,-0.22057393
655.83185,-0.3611042,-0.2311639,-0.2813906,-0.2770721,-0.30713663,-0.3503492,-0.33508313,-0.27104822,-0.40822268,-0.2526189
656.0568,-0.34080446,-0.27151582,-0.32952684,-0.25030836,-0.31800166,-0.33384535,-0.3482862,-0.30070013,-0.40406922,-0.2431567
656.2818,-0.33125976,-0.27049807,-0.3362384,-0.23735285,-0.2860392,-0.29910475,-0.30424845,-0.34919393,-0.38401705,-0.22313203
656.50684,-0.33335024,-0.261586,-0.32185254,-0.2534716,-0.2865068,-0.30710912,-0.3099973,-0.3499091,-0.38024867,-0.23284179
656.7318,-0.32347542,-0.2573775,-0.31085,-0.25415927,-0.27875,-0.29786697,-0.30070013,-0.32573095,-0.38687772,-0.23099886
656.9568,-0.34619573,-0.2582027,-0.3083194,-0.27852994,-0.28499395,-0.30551374,-0.29951733,-0.31211528,-0.42299363,-0.24494462
657.18176,-0.36126924,-0.25322405,-0.30053508,-0.2886798,-0.28592917,-0.3088145,-0.2970968,-0.29880217,-0.43603167,-0.25272894
657.40674,-0.37064892,-0.2577351,-0.30072764,-0.29222813,-0.2886798,-0.3140132,-0.2993248,-0.30166283,-0.42519414,-0.25916544
657.6317,-0.37425226,-0.28081298,-0.31940448,-0.2919806,-0.30908957,-0.33678854,-0.3250983,-0.3233929,-0.4035191,-0.2783924
657.8567,-0.36159933,-0.30072764,-0.33871397,-0.28125307,-0.32652864,-0.34768108,-0.34974405,-0.34173968,-0.381734,-0.29046774
658.0817,-0.3296919,-0.302433,-0.34055692,-0.2526189,-0.3181117,-0.32919675,-0.34121707,-0.34977156,-0.35827103,-0.28062043
658.3067,-0.3070816,-0.29255822,-0.3254559,-0.24117623,-0.3035333,-0.31093252,-0.32331038,-0.3401718,-0.36132425,-0.27247855
658.5317,-0.3048536,-0.29434612,-0.32177004,-0.2380405,-0.30521116,-0.30900705,-0.32000962,-0.3369811,-0.35879368,-0.27613688
658.75665,-0.30842942,-0.30427596,-0.32732633,-0.24310169,-0.31211528,-0.31417826,-0.32485074,-0.33934662,-0.36990625,-0.2821883
658.9816,-0.31954202,-0.30941966,-0.32966438,-0.25190374,-0.30774176,-0.30644897,-0.31714895,-0.33783376,-0.38591498,-0.2817482
659.2066,-0.33868647,-0.3066965,-0.32058725,-0.25850528,-0.30169034,-0.31040987,-0.3066415,-0.3255934,-0.40665483,-0.28713945
659.43164,-0.33654097,-0.31838673,-0.32531837,-0.2410112,-0.3156636,-0.33010447,-0.3255659,-0.32408056,-0.40076846,-0.2984171
659.6566,-0.31954202,-0.321605,-0.32765642,-0.22269192,-0.3083194,-0.31511348,-0.32699624,-0.3258685,-0.38008362,-0.28372866
659.8816,-0.30342326,-0.3139582,-0.32394305,-0.21281712,-0.28878984,-0.29225564,-0.3057613,-0.33029702,-0.38459468,-0.26771992
660.10657,-0.32276025,-0.30815434,-0.31406823,-0.2071508,-0.27723715,-0.2860392,-0.2885973,-0.32713377,-0.38154146,-0.26659217
660.33154,-0.2752567,-0.29643664,-0.2962716,-0.1779665,-0.2689577,-0.2847189,-0.28180322,-0.31035486,-0.37887335,-0.25795516
660.5565,-0.2994073,-0.28405875,-0.2827109,-0.22230683,-0.24541223,-0.24387187,-0.26535437,-0.28576413,-0.44697922,-0.23853563
660.7815,-0.31445333,-0.28196824,-0.28317854,-0.23295182,-0.24893305,-0.27990526,-0.25979808,-0.2992423,-0.43066794,-0.27055308
661.00653,-0.33013198,-0.29181555,-0.28317854,-0.28799215,-0.27555925,-0.27952018,-0.29253072,-0.295914,-0.5089512,-0.2741014
661.2315,-0.3439677,-0.29585898,-0.2928058,-0.24967572,-0.26007316,-0.30207545,-0.24948317,-0.30468854,-0.42035303,-0.29995745
661.4565,-0.2572125,-0.2641716,-0.24290915,-0.21897857,-0.26576698,-0.26860014,-0.30202043,-0.25842276,-0.44730932,-0.2504459
661.68146,-0.39741266,-0.2779248,-0.2852415,-0.31973454,-0.24926312,-0.2758068,-0.2852415,-0.2804554,-0.5287558,-0.28711194
661.90643,-0.33057207,-0.26615205,-0.25116107,-0.22827573,-0.2709382,-0.302378,-0.2565523,-0.2731387,-0.38052374,-0.28243586
662.1314,-0.31368315,-0.24477957,-0.22893588,-0.22954102,-0.23094386,-0.24684256,-0.27720964,-0.2375729,-0.45275557,-0.2303112
662.35645,-0.36418492,-0.25415927,-0.2440369,-0.24321172,-0.25575465,-0.30383584,-0.28559908,-0.2225269,-0.37774557,-0.2795752
662.5814,-0.28628677,-0.2603207,-0.25239885,-0.18192743,-0.25017083,-0.26018316,-0.27366132,-0.26375902,-0.35521784,-0.23446468
662.8064,-0.23399706,-0.22115158,-0.21493512,-0.12757474,-0.21254206,-0.23449218,-0.22789064,-0.22536005,-0.2761094,-0.21840093
663.0314,-0.22756056,-0.20770094,-0.20107189,-0.13643181,-0.17609607,-0.19749606,-0.20607805,-0.17472073,-0.27080065,-0.19204979
663.25635,-0.21069913,-0.19755107,-0.17532589,-0.10622977,-0.20087934,-0.21936364,-0.21091919,-0.18429297,-0.22390221,-0.20522535
663.4813,-0.14869967,-0.2221143,-0.20087934,-0.08075883,-0.17769143,-0.18451302,-0.21350479,-0.18902408,-0.21438499,-0.1668539
663.70636,-0.14715931,-0.18957421,-0.17972691,-0.07437734,-0.12900507,-0.1381372,-0.14759941,-0.20844361,-0.17818655,-0.14781947
663.93134,-0.15612641,-0.14545391,-0.117672436,-0.07256192,-0.12482411,-0.13890739,-0.11360149,-0.1474894,-0.19950402,-0.14099787
664.1563,-0.15508117,-0.15024003,-0.1269696,-0.08367451,-0.124053925,-0.13780713,-0.12784982,-0.12058812,-0.21537521,-0.13593669
664.3813,-0.12884004,-0.14715931,-0.13302101,-0.0737722,-0.10953054,-0.11816756,-0.12526421,-0.13434133,-0.18088219,-0.12427398
664.60626,-0.09676757,-0.12190843,-0.10705496,-0.054022595,-0.07905343,-0.0844997,-0.09869301,-0.1256493,-0.1552462,-0.09957322
664.83124,-0.11695727,-0.09291667,-0.07349714,-0.08119893,-0.0608992,-0.070911534,-0.068766035,-0.096822575,-0.18880403,-0.09412695
665.0562,-0.16718398,-0.07531256,-0.04923648,-0.1252092,-0.08026372,-0.103589155,-0.07217683,-0.058918737,-0.23550992,-0.12933517
665.28125,-0.2063256,-0.10666987,-0.08075883,-0.16113257,-0.14946985,-0.17153,-0.1350565,-0.058093548,-0.25410426,-0.1835778
665.5062,-0.20371251,-0.15920712,-0.14050277,-0.15871201,-0.19270994,-0.19881636,-0.18841894,-0.10210381,-0.24849294,-0.20178705
665.7312,-0.20830607,-0.20448267,-0.19645081,-0.16734903,-0.20789348,-0.20299734,-0.2109742,-0.16707397,-0.26617956,-0.2050053
665.9562,-0.22423229,-0.21556777,-0.21344978,-0.1847881,-0.20448267,-0.20189708,-0.21251455,-0.20811352,-0.28678188,-0.20423512
666.18115,-0.23696776,-0.20594051,-0.20481277,-0.19546057,-0.19832124,-0.20338242,-0.20962638,-0.21218447,-0.28920242,-0.2041801
666.4061,-0.24180889,-0.21160685,-0.21146931,-0.1968909,-0.2041526,-0.2140274,-0.21845594,-0.2230495,-0.2778698,-0.20893872
666.63116,-0.24010348,-0.22013383,-0.22326957,-0.19881636,-0.21133178,-0.22197676,-0.22852328,-0.23831557,-0.2646392,-0.21075414
666.85614,-0.24433948,-0.23311687,-0.24334924,-0.20761842,-0.22390221,-0.23242919,-0.24216647,-0.26241118,-0.25924796,-0.21543023
667.0811,-0.24978575,-0.24178138,-0.2569099,-0.2101215,-0.23407958,-0.24150631,-0.25074846,-0.27806234,-0.24956569,-0.22032638
667.3061,-0.23644513,-0.24497212,-0.2629063,-0.19232485,-0.23960838,-0.24543974,-0.25550708,-0.2846914,-0.2152652,-0.2191436
667.53107,-0.22624025,-0.25014332,-0.27000296,-0.18203744,-0.25184873,-0.25462687,-0.26694974,-0.28741452,-0.21080916,-0.22313203
667.75604,-0.24062611,-0.26007316,-0.2838387,-0.20335492,-0.2679675,-0.26689473,-0.28229833,-0.2945937,-0.24227649,-0.23251171
667.9811,-0.26862764,-0.2710207,-0.30026,-0.2367752,-0.2791901,-0.27539423,-0.291623,-0.3096672,-0.27478907,-0.24087366
668.20605,-0.30812684,-0.28705692,-0.3211099,-0.27753973,-0.29858214,-0.3006451,-0.30895203,-0.33128724,-0.31959704,-0.2641991
668.431,-0.34746101,-0.30001247,-0.33739367,-0.31940448,-0.32221013,-0.33522066,-0.33224997,-0.34512296,-0.37317953,-0.28837726
668.656,-0.38597,-0.3194595,-0.35780343,-0.3598114,-0.35367748,-0.36814585,-0.3679533,-0.36049905,-0.4250566,-0.31527853
668.881,-0.41878515,-0.34028184,-0.38181654,-0.39353427,-0.38365945,-0.39782527,-0.3957898,-0.37416974,-0.45789927,-0.3413271
669.10596,-0.44411856,-0.36011398,-0.41058823,-0.41823503,-0.41105586,-0.42480907,-0.41801497,-0.39515713,-0.46991956,-0.3649826
669.33093,-0.4609525,-0.37386718,-0.4327034,-0.43251085,-0.43300596,-0.44411856,-0.43504146,-0.4219759,-0.46964452,-0.38115638
669.55597,-0.47013962,-0.38541988,-0.4502525,-0.4383147,-0.45011497,-0.45575377,-0.4482445,-0.44403604,-0.4597147,-0.38792294
669.78094,-0.47795144,-0.39865047,-0.4666463,-0.44494376,-0.46307048,-0.46551856,-0.4614476,-0.4618052,-0.45459852,-0.39268157
670.0059,-0.4799044,-0.40987307,-0.48042703,-0.44675916,-0.46978205,-0.47286275,-0.4721751,-0.4786116,-0.44959232,-0.39532217
670.2309,-0.4623278,-0.40327153,-0.47349542,-0.42769724,-0.45787176,-0.4618052,-0.465326,-0.47591597,-0.4292376,-0.3830268
670.4559,-0.45212293,-0.39650497,-0.4645008,-0.41823503,-0.44959232,-0.45407587,-0.4609525,-0.46846172,-0.42315868,-0.37595767
670.68085,-0.43930495,-0.38954583,-0.45707408,-0.40899286,-0.44191805,-0.44568643,-0.4550111,-0.4609525,-0.4121561,-0.36729315
670.9059,-0.42313117,-0.38561243,-0.4533882,-0.39697257,-0.43729696,-0.43944246,-0.4520679,-0.45646894,-0.39518464,-0.3606366
671.13086,-0.39521214,-0.38349444,-0.45352575,-0.37681037,-0.42945763,-0.42830238,-0.448052,-0.45734915,-0.3727394,-0.34867132
671.35583,-0.35664818,-0.3727119,-0.44571394,-0.34471038,-0.40775508,-0.40283144,-0.42976022,-0.4537183,-0.34328005,-0.3241906
671.5808,-0.31877184,-0.3456181,-0.41908774,-0.30559626,-0.3675957,-0.35923377,-0.38806048,-0.43583912,-0.31123507,-0.28796464
671.8058,-0.3015528,-0.31758904,-0.3889957,-0.2877171,-0.3383014,-0.3285091,-0.3504317,-0.409488,-0.29440114,-0.26436415
672.03076,-0.29016516,-0.29143044,-0.35785845,-0.28975257,-0.30972221,-0.29946232,-0.3126654,-0.37829572,-0.29319087,-0.24252406
672.2558,-0.30089265,-0.26749986,-0.32699624,-0.3108225,-0.28510398,-0.29500628,-0.28235334,-0.34116206,-0.31882685,-0.23534487
672.4808,-0.35197207,-0.25077596,-0.30229548,-0.3414646,-0.29044023,-0.31637877,-0.30001247,-0.30518365,-0.35444766,-0.25363663
672.70575,-0.35992143,-0.2563598,-0.30955717,-0.35794097,-0.3100248,-0.3392916,-0.32097235,-0.29519883,-0.37983608,-0.26904023
672.9307,-0.3285366,-0.24896055,-0.30523866,-0.3349456,-0.29365847,-0.32149497,-0.32177004,-0.29638162,-0.3701538,-0.25195876
673.1557,-0.31712145,-0.24351428,-0.29882967,-0.3126379,-0.29176053,-0.31307802,-0.29918727,-0.30028751,-0.34080446,-0.2517662
673.3807,-0.30086514,-0.23231918,-0.2860667,-0.28246337,-0.2954464,-0.30809933,-0.28892738,-0.28757957,-0.30114022,-0.24849294
673.60565,-0.28493893,-0.23234668,-0.28678188,-0.26659217,-0.289505,-0.29143044,-0.2899451,-0.27038804,-0.29253072,-0.23308936
673.8307,-0.28634176,-0.2298711,-0.2846914,-0.27335873,-0.26915026,-0.2641991,-0.27349627,-0.27261606,-0.31065744,-0.21366982
674.05566,-0.3065315,-0.2234346,-0.27720964,-0.2954739,-0.2565523,-0.26433665,-0.25919294,-0.27993277,-0.3421523,-0.21653049
674.28064,-0.33678854,-0.2251675,-0.2762194,-0.32229266,-0.2749541,-0.29613405,-0.27949268,-0.28444383,-0.37029135,-0.24389938
674.5056,-0.35829854,-0.23985593,-0.28774458,-0.34317002,-0.3075217,-0.3285641,-0.31236285,-0.28235334,-0.39248902,-0.2723135
674.7306,-0.36979622,-0.26040322,-0.308842,-0.35142195,-0.32446566,-0.33755872,-0.32958186,-0.29099035,-0.394552,-0.28073046
674.95557,-0.36932862,-0.28158316,-0.3331577,-0.3405294,-0.32696873,-0.3348356,-0.3307096,-0.32474074,-0.3748849,-0.2800153
675.1806,-0.37249187,-0.2933284,-0.34619573,-0.32958186,-0.32999444,-0.34003428,-0.33095717,-0.34974405,-0.3678983,-0.28579164
675.4056,-0.3468834,-0.2783374,-0.32746387,-0.29775694,-0.3148109,-0.32410806,-0.31739652,-0.33420292,-0.33934662,-0.26873767
675.63055,-0.31200525,-0.2638415,-0.30829188,-0.26441917,-0.2959415,-0.30221298,-0.3041109,-0.31148264,-0.3057338,-0.24766774
675.8555,-0.27390888,-0.2336945,-0.27258855,-0.2212891,-0.25790015,-0.2620536,-0.2671973,-0.27297366,-0.26642713,-0.21460505
676.0805,-0.24079114,-0.20825106,-0.24252406,-0.17807652,-0.22403975,-0.22624025,-0.23339193,-0.24579732,-0.22967856,-0.18319272
676.3055,-0.20995645,-0.18984927,-0.22227933,-0.14605905,-0.19623075,-0.19920145,-0.2080035,-0.2268729,-0.20981893,-0.15711664
676.5305,-0.18291765,-0.16360815,-0.19441533,-0.120313056,-0.15898708,-0.16536856,-0.17499581,-0.20514284,-0.19634078,-0.12839994
676.7555,-0.1616277,-0.13857731,-0.16707397,-0.102929,-0.12801485,-0.13527654,-0.14671922,-0.18462305,-0.1724102,-0.10793517
676.98047,-0.13241588,-0.10309404,-0.12641948,-0.087910496,-0.10166371,-0.111015886,-0.11415162,-0.14253823,-0.14473875,-0.09445702
677.20544,-0.12108324,-0.08950587,-0.10446936,-0.08912078,-0.10672489,-0.11756241,-0.10799018,-0.11393157,-0.13104056,-0.10309404
677.4304,-0.13434133,-0.09616242,-0.10386422,-0.09379687,-0.12575932,-0.12906009,-0.123668835,-0.1024889,-0.12757474,-0.11734236
677.6554,-0.16118759,-0.12795983,-0.13885237,-0.1230637,-0.1612426,-0.1599773,-0.15420096,-0.12586935,-0.14501381,-0.14457372
677.8804,-0.13632178,-0.13742204,-0.15073515,-0.08774546,-0.15942718,-0.15343077,-0.14979993,-0.14039274,-0.10980561,-0.13472642
678.1054,-0.11349146,-0.14297834,-0.15486111,-0.059853956,-0.15079015,-0.14440867,-0.14869967,-0.14996497,-0.09792283,-0.11976293
678.3304,-0.099078104,-0.15425597,-0.16668887,-0.048466302,-0.14512384,-0.13632178,-0.15480609,-0.17086984,-0.10391923,-0.104799435
678.55536,-0.08268428,-0.13588169,-0.14809453,-0.03828893,-0.11178607,-0.10193877,-0.13032539,-0.15777679,-0.1007835,-0.07663287
678.78033,-0.083399445,-0.12977526,-0.14429864,-0.03575834,-0.09995831,-0.095612295,-0.117672436,-0.15964723,-0.10788015,-0.075147524
679.0053,-0.093466796,-0.13472642,-0.1522755,-0.036528517,-0.11206113,-0.10914545,-0.1230637,-0.1693845,-0.12691459,-0.086865254
679.2303,-0.09115626,-0.13626677,-0.15403591,-0.023105389,-0.11591203,-0.10881537,-0.124989145,-0.16905442,-0.124989145,-0.08559996
679.4553,-0.0733321,-0.12185341,-0.13940251,-0.0016503849,-0.093631834,-0.0840596,-0.10369918,-0.15453103,-0.11591203,-0.0626046
679.6803,-0.078448296,-0.10474443,-0.12212848,-0.009022104,-0.07525755,-0.06975627,-0.0831794,-0.13725701,-0.13857731,-0.051987123
679.9053,-0.08169405,-0.086425155,-0.100398414,-0.019144464,-0.065575294,-0.06931616,-0.07157169,-0.11343645,-0.16096753,-0.050886866
680.13025,-0.09038608,-0.090991214,-0.105569616,-0.032512583,-0.0737722,-0.07817323,-0.08207914,-0.116737224,-0.17015468,-0.058093548
680.3552,-0.095337234,-0.08752541,-0.10540458,-0.04070949,-0.07316706,-0.075147524,-0.077183,-0.11651717,-0.16360815,-0.057818484
680.5802,-0.11552694,-0.07602773,-0.09374186,-0.059853956,-0.070911534,-0.076742895,-0.06893107,-0.102763966,-0.1595372,-0.06067915
680.80524,-0.13285598,-0.07481745,-0.08758042,-0.07404727,-0.0823542,-0.098803036,-0.08251924,-0.08780047,-0.14996497,-0.07470742
681.0302,-0.14820457,-0.09319173,-0.10661486,-0.08840562,-0.11338144,-0.13357115,-0.12174339,-0.09671255,-0.15172538,-0.09885805
681.2552,-0.14693926,-0.11525188,-0.13582668,-0.0866452,-0.13956754,-0.15541124,-0.15535623,-0.124604054,-0.15464106,-0.112501234
681.48016,-0.14457372,-0.14413361,-0.17417061,-0.08626012,-0.15596136,-0.16085751,-0.17824157,-0.16960455,-0.15447602,-0.11481177
681.70514,-0.13709196,-0.15574132,-0.19221482,-0.08482978,-0.15249556,-0.15101022,-0.17213514,-0.2041526,-0.15315571,-0.10793517
681.9301,-0.12465907,-0.1419331,-0.17846161,-0.079658575,-0.1337912,-0.13230585,-0.14858964,-0.20360248,-0.14721432,-0.09225651
682.1551,-0.12917012,-0.124439016,-0.15843694,-0.091871426,-0.12240354,-0.12493413,-0.13335109,-0.17950685,-0.15233052,-0.088020526
682.3801,-0.1376421,-0.11244622,-0.14523387,-0.10496447,-0.12042308,-0.12685958,-0.12746473,-0.15673155,-0.15486111,-0.09027605
682.6051,-0.1470493,-0.108210236,-0.13929248,-0.11558195,-0.123778865,-0.13390122,-0.12889506,-0.14506882,-0.16498347,-0.09313672
682.8301,-0.14814955,-0.105569616,-0.13582668,-0.118332595,-0.1239439,-0.13494647,-0.13043542,-0.13791716,-0.17015468,-0.0926416
683.05505,-0.15832692,-0.11123594,-0.14605905,-0.13197577,-0.13324107,-0.14517885,-0.14226317,-0.14600405,-0.1847881,-0.10314905
683.28,-0.16558862,-0.11404159,-0.15222049,-0.14341845,-0.14209813,-0.15453103,-0.1513953,-0.15365084,-0.19452536,-0.11437167
683.505,-0.17340043,-0.116737224,-0.15546626,-0.15332074,-0.15084517,-0.16327807,-0.16003232,-0.15937217,-0.20043924,-0.123778865
683.73004,-0.20288731,-0.13324107,-0.17274028,-0.18335776,-0.17697626,-0.1912796,-0.18819888,-0.17362049,-0.22654283,-0.14952487
683.955,-0.23292431,-0.1616277,-0.2036575,-0.21350479,-0.20935132,-0.22288448,-0.2238472,-0.20247471,-0.25234383,-0.17846161
684.18,-0.26100835,-0.19502048,-0.23966339,-0.24145131,-0.24136879,-0.25228882,-0.25781763,-0.24037856,-0.2779248,-0.20569296
684.40497,-0.27256104,-0.21300967,-0.2607058,-0.25264642,-0.2555621,-0.2641166,-0.27214846,-0.26601452,-0.28807467,-0.21592535
684.62994,-0.29123792,-0.23471223,-0.28623176,-0.27082816,-0.27583432,-0.28312352,-0.29140294,-0.29420862,-0.30477107,-0.23204412
684.8549,-0.29781196,-0.24387187,-0.29640913,-0.2757793,-0.2833711,-0.29046774,-0.29781196,-0.30504614,-0.30721915,-0.23790297
685.07996,-0.29877466,-0.24623741,-0.2989122,-0.27399138,-0.28504896,-0.29264075,-0.2988847,-0.30730167,-0.3018554,-0.2388657
685.30493,-0.2916505,-0.23949835,-0.2894775,-0.26395154,-0.27806234,-0.28612173,-0.29071528,-0.29618907,-0.2890649,-0.23333691
685.5299,-0.28073046,-0.23581249,-0.2835636,-0.25151864,-0.27242354,-0.27993277,-0.2846914,-0.28931245,-0.27498162,-0.22769809
685.7549,-0.25930297,-0.22607522,-0.27082816,-0.2315765,-0.25845027,-0.2650243,-0.27168086,-0.27671453,-0.25399423,-0.21460505
685.97986,-0.25674486,-0.22995362,-0.27415642,-0.23567495,-0.2624662,-0.26755488,-0.27456903,-0.27905256,-0.26048574,-0.21774077
686.20483,-0.2419189,-0.22280195,-0.26433665,-0.2272855,-0.25058344,-0.2517937,-0.26001814,-0.26948035,-0.2547644,-0.20698577
686.4298,-0.25030836,-0.21994129,-0.25968805,-0.23743537,-0.24329422,-0.24200143,-0.24852045,-0.26601452,-0.2641441,-0.20310736
686.65485,-0.27935514,-0.21298216,-0.24945568,-0.25168368,-0.23691274,-0.23776545,-0.23490478,-0.2547369,-0.26793998,-0.20616058
686.8798,-0.31426078,-0.21331224,-0.2470076,-0.26161352,-0.24766774,-0.25572714,-0.23600504,-0.24761274,-0.2719559,-0.22439733
687.1048,-0.3213024,-0.22706544,-0.25704744,-0.26260373,-0.27418393,-0.2941261,-0.26323637,-0.25028086,-0.2714608,-0.24986826
687.3298,-0.3147559,-0.27003047,-0.30053508,-0.27203843,-0.3203397,-0.3400893,-0.32573095,-0.28878984,-0.2739364,-0.28018034
687.55475,-0.29880217,-0.2898901,-0.3207798,-0.26356646,-0.3297194,-0.33332273,-0.35048673,-0.30779678,-0.2843888,-0.27762222
687.7797,-0.31109753,-0.31038237,-0.34495795,-0.27982274,-0.33197492,-0.32501578,-0.35642812,-0.3319199,-0.31073996,-0.27910757
688.00476,-0.3358533,-0.32815152,-0.36787078,-0.30545872,-0.33926412,-0.3353582,-0.35353994,-0.36217695,-0.3353857,-0.29442865
688.22974,-0.3593163,-0.3409145,-0.3820641,-0.32369548,-0.35664818,-0.35673067,-0.36418492,-0.3906736,-0.36082914,-0.31500345
688.4547,-0.36704558,-0.35186204,-0.39204893,-0.33329523,-0.3709515,-0.37213427,-0.37947848,-0.405362,-0.3790934,-0.32870165
688.6797,-0.3760677,-0.3653402,-0.4043443,-0.35755587,-0.3855024,-0.38775793,-0.3933142,-0.4134214,-0.40013582,-0.34297746
688.90466,-0.42574427,-0.39466202,-0.4361142,-0.4018412,-0.41611704,-0.41702473,-0.4189502,-0.4404877,-0.44532883,-0.3747474
689.12964,-0.48480055,-0.4060222,-0.4472268,-0.43504146,-0.43490392,-0.43724194,-0.42832989,-0.44871214,-0.47382548,-0.400906
689.3546,-0.499709,-0.4154569,-0.45432344,-0.4476944,-0.46213526,-0.46837923,-0.44541135,-0.44978487,-0.47478822,-0.42659697
689.57965,-0.47979438,-0.4391399,-0.47929928,-0.4399376,-0.4918972,-0.5000666,-0.48323268,-0.46810415,-0.46422574,-0.44406354
689.8046,-0.45809183,-0.4597147,-0.5008918,-0.42563424,-0.50119436,-0.50331235,-0.5136273,-0.48697355,-0.46254787,-0.44598898
690.0296,-0.4421656,-0.47275275,-0.514755,-0.43121806,-0.4983612,-0.4884589,-0.51701057,-0.5077409,-0.4948954,-0.43809465
690.2546,-0.4477769,-0.46848923,-0.51274705,-0.4644183,-0.4764661,-0.45080262,-0.49118203,-0.51775324,-0.52212673,-0.4164471
690.47955,-0.4901643,-0.46936944,-0.51690054,-0.50958383,-0.46928692,-0.45690903,-0.4733854,-0.53180903,-0.55133855,-0.4280548
690.7045,-0.51973367,-0.46631622,-0.51365477,-0.52025634,-0.47624606,-0.4991864,-0.48026198,-0.5287283,-0.55780256,-0.4558638
690.92957,-0.55554706,-0.48636842,-0.5357424,-0.53194654,-0.5185234,-0.54955065,-0.5309013,-0.55048585,-0.56941026,-0.49258485
691.15454,-0.56415653,-0.49940646,-0.5494131,-0.52812314,-0.5449021,-0.56718224,-0.5562072,-0.57276607,-0.5650918,-0.5042751
691.3795,-0.557555,-0.4987738,-0.5496607,-0.51901853,-0.54823035,-0.5559321,-0.5576375,-0.5673748,-0.5463049,-0.49591315
691.6045,-0.5189085,-0.48094964,-0.5353298,-0.4807846,-0.5204213,-0.51728565,-0.52727044,-0.54129875,-0.49822366,-0.46081495
691.82947,-0.49772856,-0.465326,-0.52297944,-0.46320802,-0.4944003,-0.49049437,-0.4978936,-0.5253175,-0.48361778,-0.43600416
692.05444,-0.47379798,-0.43116304,-0.48669848,-0.43930495,-0.45564374,-0.461035,-0.45916456,-0.49096197,-0.47561342,-0.40844274
692.2795,-0.47632858,-0.41160598,-0.46342805,-0.43517897,-0.44279826,-0.45784426,-0.44964734,-0.46683887,-0.47352293,-0.40662733
692.50446,-0.48006943,-0.38643762,-0.4314381,-0.4348214,-0.4352615,-0.45061007,-0.43765455,-0.42846742,-0.47533834,-0.4048944
692.72943,-0.47965685,-0.37925842,-0.42183837,-0.43718696,-0.43958,-0.45173785,-0.43768206,-0.40709493,-0.48540568,-0.40492192
692.9544,-0.47228512,-0.38225663,-0.42645943,-0.4318507,-0.44312832,-0.4528931,-0.44230315,-0.40585715,-0.47212008,-0.40118104
693.1794,-0.43988258,-0.37628773,-0.42150828,-0.39826536,-0.42824736,-0.43515146,-0.430998,-0.40492192,-0.42819235,-0.3808263
693.40436,-0.40016332,-0.36457002,-0.4087178,-0.3614893,-0.40021834,-0.40527952,-0.40904787,-0.40013582,-0.3889957,-0.34999162
693.62933,-0.38927078,-0.35282478,-0.39562476,-0.35948133,-0.38090882,-0.38720778,-0.39471704,-0.39314917,-0.38530985,-0.3318924
693.8544,-0.3735096,-0.33846644,-0.38354942,-0.3490564,-0.36638543,-0.377388,-0.3830268,-0.38522732,-0.38987592,-0.32531837
694.07935,-0.37117156,-0.32479572,-0.3700713,-0.33161733,-0.3614893,-0.36756822,-0.37405974,-0.37565508,-0.4065173,-0.32053223
694.3043,-0.35475022,-0.3237505,-0.36721063,-0.3143433,-0.3623145,-0.3692461,-0.36897105,-0.37279442,-0.3894083,-0.31965205
694.5293,-0.32529086,-0.3126379,-0.3554929,-0.2856816,-0.3507068,-0.34195974,-0.35708827,-0.35956386,-0.37100652,-0.29753688
694.7543,-0.336651,-0.30499113,-0.34718597,-0.3048536,-0.32386053,-0.3118677,-0.32199007,-0.34891886,-0.3979628,-0.27236852
694.97925,-0.3748849,-0.29349345,-0.33555076,-0.3413546,-0.3169564,-0.3307096,-0.319432,-0.34157464,-0.42662448,-0.28425127
695.2043,-0.3749124,-0.2770446,-0.31415075,-0.32834408,-0.32317287,-0.34000677,-0.330187,-0.30856696,-0.3890232,-0.2881572
695.42926,-0.33227748,-0.27773225,-0.32061476,-0.28537905,-0.31387568,-0.32520834,-0.32578596,-0.29995745,-0.3468834,-0.27055308
695.65424,-0.30900705,-0.27256104,-0.32000962,-0.26805001,-0.2925032,-0.29583147,-0.30474356,-0.32083482,-0.32630858,-0.24684256
695.8792,-0.29880217,-0.25314152,-0.29965487,-0.2636765,-0.27352378,-0.28103304,-0.27830988,-0.31252787,-0.31723148,-0.23528987
696.1042,-0.28414124,-0.23482226,-0.27861246,-0.24992327,-0.2624662,-0.27071813,-0.26612455,-0.2911279,-0.30171785,-0.22695543
696.32916,-0.28282094,-0.22723049,-0.2705806,-0.23564745,-0.25743252,-0.2629063,-0.25729498,-0.27726465,-0.2929158,-0.22178422
696.5542,-0.26961786,-0.22758807,-0.26868266,-0.22150916,-0.26133844,-0.27168086,-0.26293382,-0.2714608,-0.28936747,-0.22205928
696.7792,-0.2752292,-0.23784797,-0.27952018,-0.24293664,-0.27652198,-0.28240836,-0.2920081,-0.27294615,-0.31629625,-0.23432714
